account,name,quantity,buy_price,close_price,valuation,profit,profit_rate,date
4715,삼성전자,10,270000.0,299000.0,2990000.0,290000.0,10.74074074074074,2026-06-11
4715,LG화학,5,800000.0,316500.0,1582500.0,-2417500.0,-60.4375,2026-06-11
4715,네이버,20,380000.0,224000.0,4480000.0,-3120000.0,-41.05263157894737,2026-06-11
